idx,query,answer,tier,escalated,router_probability,latency_sec
74,অর্থনীতিতে এমএসএস প্রোগ্রামের প্রয়োজনীয় কোর্স বা সুবিধাজনক ক্লাস সময় না পেলে কী করব?,প্রোগ্রামটি স্পষ্টভাবে কোর্স বা সুবিধাজনক ক্লাস সময় নেই বলে উল্লেখ করে।,llm,True,0.9999270850674872,9.679158926010132
75,"How do scholarship, advising, course registration, retakes, and internships work for a student in BSS in Sociology?","Students must meet with the Sociology department advisor at least once during their first year, register for courses proactively, and ensure a minimum GPA to maintain eligibility for scholarships. For retakes, students can register for up to 9 additional credits, and internships are a requirement for capstone projects. They are exempt from the regular admission selection criteria but subject to the general university admission requirements. Scholarships are awarded based on academic merit, and documentation is required at the time of application. Students must maintain a minimum GPA to continue receiving scholarship benefits. Internship positions may vary by semester. Advisors and the Dean’s office must be consulted for placement.",slm,False,0.4545334581287641,1.0967254638671875e-05
76,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি ব্যাচেলর অব বিজনেস অ্যাডমিনিস্ট্রেশন (বিবিএ) প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আপনি আবেদন করতে পারবেন কারণ এই ডেটাসেট স্পষ্টভাবে বিবিএ প্রোগ্রামের জন্য আবেদনের জন্য কোনো নির্দিষ্ট গ্রেড প্রয়োজন নয়।",llm,True,0.5247218769239832,16.277661323547363
77,I cannot find a required course during registration for Bachelor of Pharmacy (B.Pharm.); what should I do and whom should I contact?,)o Pharmaceutical Technology  II (PHRM406/7409)o Advanced Pharmacology  I (PHRM407/7410)o Advanced Pharmacology  II (PHRM412/7415)o Clinical Toxicology (PHRM413/7416)o Pharmaceutical Biotechnology (PHRM414/7417)o Pharmaceutics  III (PHRM416/7420)Practical Courses-o Pharmaceutical Technology  I (PHRM203/7401)o Pharmaceutical Technology  II (PHRM306,slm,False,0.4066737993498111,1.1682510375976562e-05
78,BSc Honours in Mathematics student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,"1016/j.aej.2024.09.002Kazi Mehedi Mohammad, Md. Saiful Islam, Md. Mashih Ibn Yasin Adan, & Md. Kamrujjaman (2024),“Qualitative Analysis of an Epidemic Model with Vaccination”. Journal of Applied Mathematics and Computation, Volume 11, Issue 3, Pages 219-236.DOI:https://doi.org/10.26855/jamc.2024.12.0021Kazi Mehedi Mohammad, Md. Saiful Islam, Md. Mashih Ibn Yasin Adan, & Md. Kamrujjaman (2024),“Qualitative Analysis of an Epidemic Model with Vaccination”. Journal of Applied Mathematics and Computation, Volume 11, Issue 3, Pages 219-236.DO",llm,True,0.5358188433173952,25.65309977531433
79,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in MSS in Economics?","Scholarships are awarded based on academic merit and financial need. Students must meet regular attendance, maintain a minimum CGPA, and follow assigned courses as per the program layout. Theses require a supervising faculty member with specific prerequisites. Scholarships are reviewed annually, and failure to maintain CGPA or attend classes results in disqualification. For details, refer to the document. For course waivers, contact the Department of Economics directly. Advising, supervision, and registration are managed through scheduled sessions. Students must complete the program within six years. Scholarships, financial aid, and payment processes are managed by the university. For more information,",slm,False,0.4440206442688789,1.1444091796875e-05
80,Bachelor of Pharmacy B Pharm student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,"(2019-2020)Faculty of Science, Dhaka University Merit Scholarship (2015-2019)awards honors: Completed his M. Pharm in Pharmaceutical Technology securing a GPA of 4.00, and his B. Pharm from the Department of Pharmacy, University of Dhaka with a cGPA of 3.97. During his undergraduate studies, he received multiple scholarships for academic excellence and was also awarded the Faculty of Science, University of Dhaka Merit Scholarship for outstanding performance in both H.S.C. and S.S.C. exams. After completing his",slm,False,0.4668942937508256,9.775161743164062e-06
81,BSc Honours in Mathematics er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Na, eta shposhtobhabe ekta core requirement hishebe talikabhukto kora hoyeche.",llm,True,0.5620586571717138,4.6522886753082275
82,BSS in Sociology er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Haa, eta shikkharthi ra dui ti core course ar ek ti elective course register korte hobe.",llm,True,0.5473934787457896,3.8715341091156006
83,Am I eligible for B.Sc. in Information and Communications Engineering (ICE) if my grades meet the minimum overall requirement but one required subject grade is lower?,"No, the applicant must have a minimum GPA of 2.50 in Mathematics and Physics in HSC or equivalent to be eligible for this program. Since you have one subject (likely Mathematics) with a lower grade, you do not meet the required subject grade for the open elective track. You must have a minimum GPA of 2.50 in both Mathematics and Physics. Therefore, no, you are not eligible based on your current information. You would need to check back later when the open elective test date is announced. You may apply after clearing the open elective test. For details, refer to the Miscellaneous section of the policy",slm,False,0.4402621772789074,1.2159347534179688e-05
84,"সাইবার সিকিউরিটিতে এমএসসি প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","1–8. [IF: 0.45].M. M. Islam, J. Kamruzzaman, G. Karmakar, M. Murshed, and G. Kahandawa, “Detection of image forgery using local binary pattern,” in International Conference on Computer and Information Technology. IEEE, 2017, pp. 1–6. [IF: 0.7].M. M. Islam, J. Kamruzzaman, G. Karmakar, M. Murshed, and G. Kahandawa, “Local binary pattern based image forgery detection,” in International Conference on Computer and Information Technology. IEEE, 2017, pp. 1–6. [IF: 0.7].M. M. Islam, J. Kamruzzaman, G. Karmakar, M. Murshed, and G. Kahandawa, “Image forgery detection",llm,True,0.5527587802378718,60.710108518600464
85,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in Master of Science in Computer Science and Engineering (MS in CSE)?","The department of CSE provides 50% waiver on all fees except the admission fee, and full tuition waiver for admitted students with CGPA 3.95 and above. Students are exempted from regular attendance requirement, and a minimum of 30 credit per semester is mandatory. The department offers academic advising, thesis supervision, and assistance with graduation. For more details, refer to the Undergraduate Program page. There is no scholarship available for MS in CSE as of the last update. All other financial aid information pertains to undergraduate programs. For graduate programs, refer to the Financial Aid Policy page. For all students,",slm,False,0.4715537038307107,1.3589859008789062e-05
86,"প্রার্থনা কক্ষ, সাধারণ কক্ষ ও বিশ্রামস্থান নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?","oom, Muhammad Rehan(2022).""Religious Practices and their Association with Psychological Well-Being: A Study of Bangladesh.""Frontiers in Psychology[Q1]12.12040847.https://doi.org/10.3389/fpsyg.2022.10040847Masoom, Muhammad Rehan.(2022).""Gender, health, education and social capital: The determinants of marginality and crisis of social lives in Bangladesh.""International Journal of Social Science and Humanity[Q3]12 (3):",slm,False,0.4688655358423981,1.0728836059570312e-05
87,I cannot get a required graduate course or suitable class time for Master of Laws (LL.M.); what should I do?,"022 to July 2022. Worked as an Undergraduate Teaching Assistant (UGTA) in both the Law and Social Relations departments at East West University from September 2021 to December 2021. research interest: Constitutional Law, International Human Rights Law, Gender & Minority Rights, Corporate Laws, Criminology, and Comparative Law. selected publications: Journal ArticlesNur-A Ariya Alam, “Corruption and its Remedies: An Analysis,” Dhaka Law Review, Vol. XXVIII, January 2024, Pp 35-49.Sah",slm,False,0.4085397453693721,1.1205673217773438e-05
88,BSS in Information Studies er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Haa, eta shposhtobhabe onujayi 'Required Core' hishebe talikabhukto kora hoyeche.",llm,True,0.5216644488895132,4.680949926376343
89,BA in English er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Haa, eta shikkharthi ra shob core ar optional course er jonno registration korte hobe ebong shikkhok der sathe contact korte hobe.",llm,True,0.5286031400144444,5.2716450691223145
90,Can I apply to MSS in Economics if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"Article ID: 100162.https://doi.org/10.1016/j.jeca.2018.12.002Jahan, S.(2018). “The Role of FDI in Promoting Employment Opportunities in Bangladesh.”In: Islam, M. K., ed.Entrepreneurship and Innovation for Job Creation in Bangladesh. Dhaka: University Press Limited (UPL), pp. 105-122. ISBN: 978-984-33-6689-5.",llm,True,0.5534069708392801,17.222371578216553
91,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in MSS in Sociology and Social Policy (MSSP)?",".11055]Hussain, R.(2019).Street Vendors and the Informal Economy: The Case of Dhaka City, Bangladesh. In: Proceedings of the 1st International Conference on Social Sciences and Humanities, 2019, pp. 1-12. ISBN: 978-984-35-3600-5. Dhaka: East West University.Hussain, R.(2019).Street Vendors and the Informal Economy: The Case of Dhaka City, Bangladesh. In: Proceedings of the 1st International Conference on Social Sciences and Humanities, 2019, pp. 1-12. ISBN: 978-984-35-3600-5. Dhaka: East West University.Hussain, R.(2019).Street Vendors and the Informal Economy: The",llm,True,0.5180301166480066,25.24606466293335
92,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি ডেটা সায়েন্স অ্যান্ড অ্যানালিটিক্সে বিএসসি প্রোগ্রামে আবেদন করতে পারব?,"না, আবেদনকারীদের তাদের সমস্ত ফল ন্যূনতম শর্ত পূরণ করতে হবে, কারণ এই প্রোগ্রামে ভর্তির জন্য স্পষ্টভাবে বলা হয়েছে 'All three HSC/A Level subjects'।",llm,True,0.5495993123104655,15.755164623260498
93,dean o department chair niye problem hole ar normal process kaj na korle ki korbo?,"emerging market: A case study in Bangladesh. Journal of Science and Technology Policy Management, 1–17.https://doi.org/10.1108/JSTPM-06-2024-0151[ABDC- B, Scopus Q1]Ashrafi, D. M., Sattar, M. (2025). Measuring the Effectiveness of AI in Bank Customer Care: Evidence from Bangladesh. In 2025 International Conference on Business, Social Science and Humanities. (ABDC- B)Ashrafi, D.M. (",slm,False,0.4880135235687101,1.3828277587890625e-05
94,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki BSc in Genetic Engineering and Biotechnology GEB e apply korte parbo?,":1. Md. Anwar Hossain Adib, Md. Rizwan Ahmed, Md. Mehedi Hasan, Md. Mohiuddin Kabir, Md. Rafiqul Islam, Md. Atiqur Rahman, Md. Sohel Rana, Md. Mohsin Uddin, Md. Maniruzzaman, Md. Mohiuddin Ahmed, Md. Mohiuddin Kabir, Md. Rafiqul Islam, Md. Sohel Rana, Md. Maniruzzaman, Md. Mohiuddin Ahmed, Md. Sohel Rana, Md. Maniruzzaman, Md. Mohiuddin Ahmed, Md. Sohel Rana, Md. Maniruzzaman, Md. Mohiuddin Ahmed, Md. Sohel Rana, Md. Maniruzzaman, Md. Mohiuddin Ahmed, Md. Sohel Rana, Md. Maniruzzaman, Md. Moh",llm,True,0.573963275464216,25.545138597488403
95,"How does a student use, follow, or deal with admission-test pattern and marks?","""Finite Element Method Based Numerical Analysis of Acousto-Optic Interaction in Optical Waveguides"", International Conference on Computer and Communication Technology (IC4CT 2014), Publiser: IEEE, p. 1-6, 2014.5. M. M. Rahman,S. Ghosh,B. M. A. Rahman and M. R. Rahman, ""Analysis of Transverse Mode Characteristics of a Planar Silica Optical Microfiber"", 2014 1st International Conference on Optoelectronics and Applied Optics (IEM OPTRONIX), Pub",slm,False,0.4932325818717945,1.621246337890625e-05
96,"How does a student use, follow, or deal with rankings and external evaluations?","based Smart Farming System for Sustainable Agriculture in Bangladesh.Journal of Quantitative Methods for Economics and Business Administration,Vol. 41.DOI:10.13140/RG.2.2.14159.34720SCOPUS Indexed (Accepted).21)Akter, S., and Rahman, A. (2025). How Bangladeshi Consumers Perceive and Evaluate US/Israeli Brands during the Israel-Palestine Conflict.International Journal of Islamic Marketing and Branding (IJIMB), Vol. 17, No. 1, pp. 1-22. DOI:https://doi.org/10.13140/RG.2.2.12481.62561Inderscience UK.20)Akter, S., and Rahman, A. (2025). How Bangladeshi",llm,True,0.5167838259476716,25.65707755088806
97,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki Master of Business Administration MBA e apply korte parbo?,"Na, applicant der obosshoi ekta CGPA 3.00 ba tar beshi thakte hobe jodi tader bishbobidyaloyer CGPA ba obosshoi duitate CGPA CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE CGEBCGE",llm,True,0.5097804448766405,24.09279441833496
98,I cannot find a required course during registration for B.Sc. in Information and Communications Engineering (ICE); what should I do and whom should I contact?,"The required course is ICE 302, and it must be taken before registering for other 400-level ICE courses. Students must contact the assigned lab instructor. Additionally, all students must register for ICE 301 before ICE 302. They should contact the assigned lab instructor or the registrar. The club moderator can also assist with lab registration. For more information, visit the website at https://clubs.ewubd.edu/ewuerac or contact 09666775577. Students should note their assigned lab number and time. Alternatively, visit the website for automatic lab",slm,False,0.4642377407701176,1.1920928955078125e-05
99,"What should I do if I have a problem with prayer rooms, common rooms, and lounges and the normal process is not working?","If the normal process is not working, students should report the issue via email to info-iss@ewubd.edu. The support team will investigate and resolve the issue promptly. Additionally, students can visit the EWU Helpdesk website at https://helpdesk.ewubd.edu/ for assistance. The on-duty staff members can assist with various inquiries and technical issues. For emergencies, contact the emergency phone numbers provided in the helpdesk webpage. Students are advised to follow these steps to resolve their issues. They can also visit the official website for more information. Students must ensure they understand the steps outlined in the document. If they do",slm,False,0.4465677076820692,8.344650268554688e-06
100,ফেরত ও প্রত্যাহারের নিয়ম নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?,"102-126.https://doi.org/10.1080/02681170.2023.2188449.Masoom, Muhammad Rehan.(2022).""Health Belief Model and Gender: A Comparative Study of Health Beliefs Among Women in Bangladesh.""Journal of Public Health Policy[Q3]12.4: 125-138.https://doi.org/10.1057/s43595-021-00090-5.M",slm,False,0.4810193845523973,1.0728836059570312e-05
101,Master of Population Reproductive Health Gender and Development MPRHGD er required course ba convenient class time na pele ki korbo?,"Bulletin, Vol. 8, No. 4, 1987 (Co-authored with Abdulahi Hasen).Also published inInternational Journal of Food Science and Nutrition, Vol. 39, No. 4, 1988.""The Impact of the 1984 Ethiopian Famine on the Nutritional Status of Children"",International Journal of Food Science and Nutrition, Vol. 39, No. 4, 1988 (Co-authored with Abdulahi Hasen).Also published inFood and Nutrition Bulletin, Vol. 8, No. 4, 1987.""Nutritional Status of Children in the Southern Zone of Ethiopia"",International Journal of Food Science and Nutrition, Vol. 39, No. 4, 1988 (Co-authored with Abdulahi Hasen).Also published inFood and Nutrition Bulletin, Vol. 8, No. 4, 1987.""",llm,True,0.5149200811956742,25.572932958602905
102,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in M. Pharm in Clinical Pharmacy and Molecular Pharmacology?",RM204/7202),llm,True,0.5884071582241921,3.988219738006592
103,vice chancellor o senior management ki shob student er jonno apply kore naki specific group er jonno?,"Ei policy te 'Students' category ekti general term hishebe use kora hoyeche, jar odhine shposhtobhabe shikkharthi, shikkhok, kormochai ebong shikkhok der sathe shahajjot kora shomoyokal gulo royeche.",llm,True,0.5260056242238642,10.138285636901855
104,সমাজবিজ্ঞানে বিএসএস প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,প্রথম সেমিস্টারের প্রথম দিনেই তাদের অফিসিয়ালি তাদের কোর্স নির্বাচন করতে হবে। তাদের শিক্ষার্থী সাপোর্ট ইমেইল ঠিকানায় যোগাযোগ করতে হবে।,llm,True,0.663082897802802,17.387962102890015
105,"ও-লেভেল, এ-লেভেল ও বিদেশি শিক্ষাব্যবস্থার সমতুল্যতা কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?",প্রযোজ্যতা হলো মাত্র আন্ডারগ্র্যাজুয়েট ভর্তি এবং এর পরে অনুষদ ভর্তির জন্য।,llm,True,0.573500968958571,10.883114576339722
106,Can I apply to Master in Development Studies (MDS) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"2024.2. Kobra, K., “Decolonizing the Text: Reclamation of Voice in Bangladeshi Women Writers,” presented atThe Trans-Phenomenon in Language, Literature, and Culture (TPLLC), organized by the Department of English & Humanities, University of Liberal Arts Bangladesh, Dhaka, 15-16 November 2024.3. Kobra, K., “A Critical Analysis of the Representation of Women in Selected Contemporary Bangladeshi Novels,” presented atThe Trans-Phenomenon in Language, Literature, and Culture (TPLLC),",slm,False,0.4783031211821348,1.33514404296875e-05
107,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki Master in Development Studies MDS e apply korte parbo?,"Na, MDS program e apply korar jonno bishbobidyaloy r sathe academic background shposhtobhabe BSS (Hon’s) in Development Studies e ekta applicant ke qualify hote hobe jader CGPA 3.00 ba tar beshi. MDS program e apply kora jeta hole bishbobidyaloy r other programs e hole academic background duitai ba duitai different discipline e hole bhai jete pare na. MDS program er admission test tader bishbobidyaloy r academic council er sathe dayitwo palon",slm,False,0.4776807135933818,2.1219253540039062e-05
108,Am I eligible for Bachelor of Business Administration (BBA) if my grades meet the minimum overall requirement but one required subject grade is lower?,"No, you must have a minimum GPA of 4.0 in all your required subjects to be eligible for the BBA program.",llm,True,0.5016223711941474,4.048733234405518
109,Am I eligible for BSS in Economics if my grades meet the minimum overall requirement but one required subject grade is lower?,"No, applicants must satisfy all regular and special criteria for selection. Since one required subject (Statistics) has a minimum GPA of 3.5, this criterion cannot be compromised by replacing it with a higher-scoring subject. Therefore, eligibility requires meeting all subjects' minimum GPA requirements. If you do not meet the Statistics requirement, your grades do not meet the minimum requirements for BSS in Economics.",slm,False,0.4393025380229552,1.2636184692382812e-05
110,What should I do if I have a problem with attendance requirements and the normal process is not working?,"Teaching Speaking Skills: The Neglected Dimension of Communicative Language Teaching in Bangladesh.Teaching English, 4(2), 39-46.Haque, S. (2013). A Study on Teaching Pronunciation in Bangladeshi Schools.Teaching English, 4(2), 47-55.Haque,S., & Islam,M. (2012). A Study on Language Anxiety of Bangladeshi EFL Learners.Teaching English, 3(1), 1-12.Haque,S. (2011). Teaching Reading Skills in Bang",slm,False,0.4743091612175247,1.5020370483398438e-05
111,সাইবার সিকিউরিটিতে এমএসসি প্রোগ্রামের প্রয়োজনীয় কোর্স বা সুবিধাজনক ক্লাস সময় না পেলে কী করব?,", (2019),Rape in Bangladesh: An Analysis Based on the Criminological and Victimological Theory, City University Journal, Volume 1, Number 1, 2019, ISSN: 2412-282.Monira Nazmi Jahan, (2019),A comparative study of the laws regarding human trafficking in Bangladesh and India, South Asian Monitors, Published on November 2019, available athttps://southasiamonitor.org/spotlight/comparative-study-laws-regarding-human-trafficking-bangladesh-and-indiaMonira",slm,False,0.4934657514947794,9.298324584960938e-06
112,BSc in Electrical and Electronic Engineering EEE er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"2019Centre for Excellence in Education, Johor Bahru, Malaysia.3IEB International Teaching Conference 2019July 2019Shah Alam, Malaysia.4ICT (Internet of Things)Training on IoT Technologies & IoT in Industry 4.0June 2020Institute of Electrical Engineers (IEE), Kuala Lumpur, Malaysia.5Training on Internet of Things (IoT) ApplicationsJune 2021Institute of Electrical Engineers (IEE), Kuala Lumpur, Malaysia.6Training on Industry 4.0 Technologies & ApplicationsJune 2022In",slm,False,0.4943633911524378,9.059906005859375e-06
113,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki BSS in Economics e apply korte parbo?,"Na, BSS in Economics e apply kora undergraduate applicants der minimum 3.5 GPA lagbe. MBBM ar HSC er sathe kon O Level ar A Level subjecte 4 ta B ar 3 ta C duitai minimum GPA lagbe. BSS graduate applicants der minimum 3.5 GPA lagbe. Jodi tader sathe ekta subjecte 4 ta B ar 3 ta C lage, thamosho BSS graduate waiver apply kore tar dui ta subjecte minimum 3.5 GPA lagbe. Shudhu sathe ekta subject er por",slm,False,0.4747890723843725,9.298324584960938e-06
114,ব্যাচেলর অব লজ (এলএলবি) প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,"Thailand.5. Jahan, MN, (2019),Rape of Female Child: Bangladesh Perspective, presented at the 1st International Conference on Gender and Development, (held on 11-12 February, 2019), organized by the Institute of Gender Studies, University of Dhaka.6. Jahan, MN, (2018),An Analysis on the Draft Bill for Preventing and Combating Human Trafficking, presented at the International Conference on Contemporary Issues in Criminology and Criminal Justice, (held on 26-27 January, 2018",slm,False,0.4152267184345493,8.106231689453125e-06
115,BSS in Economics er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Haa, eta shikkharthi ra shob core ar optional courses register korte hobe ebong ekta proctor ba onno shikkhok er sathe contact korte hobe.",llm,True,0.5448431832640952,5.853149890899658
116,"জেনেটিক ইঞ্জিনিয়ারিং অ্যান্ড বায়োটেকনোলজিতে বিএসসি (জিইবি) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?","শিক্ষার্থীদের জন্য বৃত্তি হলো ৩০ ক্রেডিটের জন্য ২০,০০০ টাকা, যা পরবর্তী সেমিস্টারের জন্য সর্বোচ্চ ৭ ক্রেডিট পর্যন্ত বিভাগ করা হয়। তাদের প্রথম সেমিস্টারের মধ্যে তাদের স্বাধীন সম্পর্কিত �",llm,True,0.6092535533726917,24.309183359146118
117,I cannot get a required graduate course or suitable class time for Master in Development Studies (MDS); what should I do?,"The course code is GEN214, its name is 'Development Studies', it carries 3 credits, requires ENG102, and belongs to the 'General Education' category. There is no explicit admission test date, but the regular test date will be notified later. Follow the steps to apply for the admission here: https://www.ewubd.edu/forms/ewugvdeform. To find the exact semester and date, visit the official website after creating an account. The application fee is Tk. 2,000. For more information, contact 0966677557",slm,False,0.4952191499236115,1.2874603271484375e-05
118,What should I do if I have a problem with harassment and discrimination complaints and the normal process is not working?,"9 infection and its associated morbidity and mortality in Bangladesh. Introduction:Preventive behaviors are important tools for reducing the spread of infectious diseases such as coronavirus disease 2019 (COVID-19). We assessed the knowledge, attitude, and preventive behavioral practices against COVID-19 among the adult population in Bangladesh during the pandemic.Methods:We conducted a cross-sectional online survey using Google Forms from 20 May to 10 June 2020, covering all 64 administrative districts of Bangladesh. Data were analyzed using descriptive and inferential statistics. The results are presented as means ± standard deviations or frequencies",slm,False,0.4669393646416238,1.52587890625e-05
119,I cannot get a required graduate course or suitable class time for Master of Business Administration (MBA); what should I do?,"The course code and credit value will be notified along with the admission test date. You can visit the website later for details. (https://www.ewubd.edu/when-and-how-admitting-test-arrived) For now, keep checking your email. (https://portal.ewubd.edu/) Alternatively, you can call +8801755587224 to get the information. (https://www.ewubd.edu/how-to-apply#contact) You can also visit the EWU portal at https://portal.ewubd.edu/. Please ensure you have saved all",slm,False,0.4589016109850993,1.33514404296875e-05
120,"Does admission and other mandatory fees apply to all students, or only to certain groups?","Yes, the admission fee and other fees apply to all new undergraduate, graduate, and diploma students. The only exemption is the official waiver for the children of Freedom Fighters. All other students pay standard fees. Fees are subject to change without prior notice. For more information, refer to the Tution Fees section. Admissions are strictly subject to the University's discretion. No refund can be processed once an applicant has been accepted. For any queries regarding the admission process, contact the Admission Department. Fees can be paid online via Bank Transfer, Cash, or by paying at the university cashier desk. For payment inquiries, call 0960",slm,False,0.4717028508662531,1.5020370483398438e-05
121,"ব্যাচেলর অব লজ (এলএলবি) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",শিক্ষার্থীদের জন্য বৃত্তি এবং পরামর্শ হলো স্বয়ংক্রিয় এবং এটি কোনো নির্দিষ্ট আইন বা নীতিগুলো ব্যবস্থাপনা করে না। তাদের কোর্স নিবন্ধন এবং পুনরায় কোর্স নেওয়া হলো স্বয়ংক্রিয় এ,llm,True,0.5034762333663536,24.36882519721985
122,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in MA in English?","of English, East West University. In D. Islam, M. Alam, A. Ahmed, K. Alam, and M. Hossain, (Eds.), Research in English Language Teaching: Recent Trends and Challenges (R2C2). Dhaka: Department of English, East West University, 107-122.Kabir, T.S. (2019). “A Critical Discourse Analysis of the Women’s Movement in Bangladesh”. In N. Ahmad and S. Islam, (Eds.), Women and War in Literary and Cultural Studies. Newcastle upon Tyne: Cambridge Scholars Publishing,",slm,False,0.4863394238575655,1.2636184692382812e-05
123,গণিতে বিএসসি অনার্স প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,প্রথম সেমিস্টারের জন্য নির্দিষ্ট কোর্সগুলো নিবন্ধন করতে হবে। স্পষ্টভাবে শিক্ষার্থীদের স্বয়ংক্রিয়ভাবে কোর্স নির্বাচন করতে হবে এবং তাদের সম্পর্কে সমস্যা সমাধান করতে হবে এমন ক্ষেত্রে শিক্ষার্থ,llm,True,0.6091889623403945,24.092254638671875
124,"ভর্তি ও অন্যান্য বাধ্যতামূলক ফি কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?",প্রতিটি শিক্ষার্থীর জন্য ভর্তি ও অন্যান্য বাধ্যতামূলক ফি প্রযোজ্য।,llm,True,0.5189146305079109,9.22622537612915
125,সমাজবিজ্ঞান অ্যান্ড সোশ্যাল পলিসিতে এমএসএস (এমএসএসপি) প্রোগ্রামের প্রয়োজনীয় কোর্স বা সুবিধাজনক ক্লাস সময় না পেলে কী করব?,"Criminology, University of Glasgow, Scotland, UK.3. Jahan, MN, (2019),The Impact of Covid-19 Pandemic on Human Rights in Bangladesh: A Comparative Analysis with India and Pakistan, presented at the International Conference on Covid-19: Challenges and Responses in Global Perspective, BRAC University, Bangladesh.4. Jahan, MN, (2019),Female Terrorism in Bangladesh: An Unseen Crisis, presented at The 18th World Congress of Criminology, University of Cape Town, South Africa.5. Jahan, MN, (201",slm,False,0.4725617196349697,1.3113021850585938e-05
126,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki BSc in Information and Communications Engineering ICE e apply korte parbo?,"yzos, K., Lagutin, D., Islam, H.M., Gurtov, A., Ronge, H. and Hiltunen, J., 2017, September. ICDN: An integrated framework for managing content and delay tolerant networks. In 2017 IEEE International Conference on Communications (ICC) (pp. 1-6). IEEE. [6]Islam, H.M.A., Lagutin, D., Ylä-Jääski, A., Fotiou, N. and Gurtov, A., 2019. Transparent CoAP services",slm,False,0.4694207223882209,1.621246337890625e-05
127,"কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিংয়ে বিএসসি (সিএসই) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",প্রোগ্রামের জন্য বৃত্তি হলো ৩৫ ক্রেডিট পর্যন্ত ৫০% সর্বোচ্চ সর্বোচ্চ ৭৫% বৃত্তি প্রদান করা হয়। শিক্ষার্থীদের তাদের পরবর্তী সেমিস্টারের জন্য তাদের ক্রেডিট নিবন্ধন করতে হবে এবং তাদের প�,llm,True,0.6138251470203406,23.7481689453125
