_key,judge_score,judge_label,judge_reason,judge_raw
Base (zero-shot)||259||2a3c58b151,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||260||352286f1fb,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||261||b6b653c756,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||262||49304b7f59,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||263||45dc491c23,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||264||34783092b4,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||265||1a2c0e5dc0,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||266||11ed92f85a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||267||5c53983c81,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||268||a4a3dbe693,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||269||867e0b23dc,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||270||18d17d7aa5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||271||0cd72b529c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||272||cf36e589b8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||273||e7eda9d3a9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||274||5731fda9e5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||275||0067f471c5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||276||e763564184,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||277||384366e7f9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||278||3b150322a9,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||279||57dbee6d1f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||280||c6958a133f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||281||102dc2a219,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||282||05a8cc0fdd,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||283||42f6ea0ac1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||284||7d43173be8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||285||be5d0a53f6,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||286||72d9029c4e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||287||5443df6b4f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||288||1b91a4a031,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||289||73b026e49b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||290||a535ae40ce,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||291||134b7b65c4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||292||6273ba4b0f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||293||fae01f7d18,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||294||a0112540e2,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||295||74f8b28025,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||296||adae7e23ac,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||297||9c6b5d462c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||298||01c319a050,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||299||de58e4a627,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||300||8cbc42b424,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||301||49f0616f68,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||302||26c9921a31,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||303||9aa6ca9897,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||304||844a04ae15,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||305||e9009b0827,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||306||dbf2479c2c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||307||179b8c7006,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||308||e45a5db859,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||309||f520e5214f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||310||e26fb3f767,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||311||c333210a71,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||312||bc56132224,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||313||c9d3484cc8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||314||c5c5f4371f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||315||9f28c46388,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||316||c75f0e65ed,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||317||5065ce44fb,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||318||33a1a9f17e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||319||5e08cab430,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||320||e976315c01,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||321||1bc4ca8964,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||322||972c1c11b9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||323||a4d3ab2599,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||324||6c027fbab2,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||325||27a996919a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||326||15c8c92f4e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||327||c48b954d45,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||328||65889f91de,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||329||daf4974e05,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||330||e2fab8d968,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Base (zero-shot)||331||95e2a42d6f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Base (zero-shot)||332||3f1d6d347e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||0||873b29e249,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||1||8fed517e93,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||2||5571facd01,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||3||35dc2ed4ad,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||4||5f3f2cf883,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||5||f7db98de21,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||6||de6e98ddc9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||7||2e7886794c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||8||79f76f7989,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||9||15f9794030,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||10||050f3b09c5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||11||9f34de1701,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||12||5276e7e067,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||13||40fa1fe5e1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||14||4051cd01a8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||15||31b48e684a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||16||591f33d461,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||17||5557771682,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||18||6e3857a766,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||19||d3534fd61d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||20||280ce6ae3b,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||21||d120708f0d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||22||73d97ede3a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||23||51be22188d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||24||0a376ee17b,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||25||fcc7647c21,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||26||57992c1383,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||27||c61a4e3176,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||28||ac1b575b47,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||29||15c4c2495c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||30||b854c4055f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||31||aca48b6523,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||32||a1ef7436f8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||33||1928f7f166,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||34||7fa68eb6e7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||35||a3e81fb016,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||36||74e8c5f20b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||37||7b922f53c2,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||38||6f1826e5cb,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||39||361c837164,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||40||b40ace8a19,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||41||4a277a765e,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||42||a06f80c205,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||43||026a8a53a3,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||44||ef72f398fb,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||45||ef53040455,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||46||0d23fbb9b3,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||47||3a4afcf7dc,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||48||9ef0d75e45,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||49||fda88e2cdd,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||50||fc46627941,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||51||856fba94a4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||52||f26e19679d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||53||25fcfdddde,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||54||69f17bc0cc,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||55||4b0dc9d2a1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||56||7b284c846c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||57||661480b955,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||58||2d24ba467d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||59||a10e09a1b7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||60||4565e9e692,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||61||b329f89f3a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||62||cb8393c4bd,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||63||61c785f686,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||64||5c06b01f71,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||65||a81a82f4c6,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||66||c3a31e4164,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||67||b7546d5175,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||68||0225ce49b1,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||69||2e8e03750c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||70||58a0931258,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||71||6bf248c283,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||72||d3b969643f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||73||bbbe7290be,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||74||0c124946d1,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||75||e98a18dfbf,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||76||b9ca45841f,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||77||844f73a51f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||78||7de2258f42,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||79||937b93de1a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||80||0b07e95cc4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||81||3c53e70a18,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||82||f6da7cabfb,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||83||a56ad6d263,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||84||b495d15ada,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||85||964ea7ef43,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||86||99030a9487,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||87||cbcef0570f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||88||f76cf3ff8c,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||89||56b5fb3756,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||90||773c237334,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||91||d1896607f1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||92||dd58d180b8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||93||661635a36d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||94||da11270bf9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||95||b86c923c21,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||96||343c08e371,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||97||363b2aa208,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||98||21fbc2f75c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||99||76d1df2fdc,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||100||fc6ecc9b02,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||101||7b5026ce2d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||102||e92ab3784a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||103||b9b51be486,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||104||0eb0f4c3ce,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||105||8736baec52,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||106||a0d8befda4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||107||a72b98fb57,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||108||089841283d,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||109||49a8bc96ac,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||110||e5acdf6a89,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||111||caeafa88cf,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||112||a6230f5a49,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||113||5d73aa5463,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||114||8afcdaaa24,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||115||14f17fdcb2,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||116||858676c160,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||117||c8d3e3cea3,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||118||b32f8d0533,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||119||5eb2f6f889,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||120||52412a4377,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||121||8f042c0293,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||122||cea6251eb5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||123||5b63c37432,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||124||6097a3418a,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||125||24bca894e6,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||126||ac41973def,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||127||0622d0970e,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||128||729a40de65,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||129||5abf1e7955,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||130||00dabb1f8a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||131||f639a5ce7d,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||132||17f4b386f9,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||133||90b48e84d7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||134||f422683024,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||135||780d11fae7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||136||a8f9e32de8,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||137||7429d3b1be,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||138||1e8740bba5,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||139||6d85298232,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||140||18ab8df4fe,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||141||7b351c4e26,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||142||7985245443,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||143||235158fd93,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||144||6f1d0fb7d2,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||145||767899fe28,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||146||6ba64f41e0,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||147||935ffb3fdd,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||148||3738578960,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||149||2d7700ccd8,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||150||dc3654f3c3,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||151||e5b41536e5,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||152||933a348453,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||153||570cb31be4,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||154||da24b722c7,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||155||38d03914ba,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||156||6974fd9581,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||157||911407317e,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||158||41d2fdacc4,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||159||ae120ab17c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||160||9df3d7dfdd,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||161||3f83f41023,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||162||1146378a90,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||163||01337921b1,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||164||314099432c,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||165||19054a2a01,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||166||941a690fbb,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||167||2de08c3357,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||168||b66970687e,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||169||973ba8eb28,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||170||409129bd4f,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||171||f60a4a8c3a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||172||d1fc85c243,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||173||24daafe086,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||174||76ea49af45,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||175||6de8c07ca3,1,partially_correct,,"{""score"": 1, ""label"": ""partially_correct""}"
Fine-tuned (FT)||176||6ffab3132b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||177||4131d13a6b,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
Fine-tuned (FT)||178||b3834fb80a,4,fully_correct,,"{""score"": 4, ""label"": ""fully_correct""}"
