_key,judge_score,judge_label,judge_reason,judge_raw
Base (zero-shot)||255||cfe999cd94,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||256||58d8f32b26,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||257||17a71d6a5d,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||258||519f86c388,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||259||e2e3cecd5f,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||260||742f4048a8,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||261||646f74d8ea,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||262||75d6f96f1d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||263||cabba09afb,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||264||b8ee053665,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||265||52ef4a2bf0,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||266||21e22d1939,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||267||25cf6cae12,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||268||31ea3457e0,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||269||c8df40e8c5,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||270||342547fe43,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||271||c5d3c67105,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||272||16f7bb865f,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||273||ab9a43d456,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||274||d7aa6a6260,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||275||5a7a06c0a3,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||276||e787403a5a,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||277||f4937c75e5,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||278||fa55d768c8,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||279||f4ce43face,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||280||2efd387b81,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Base (zero-shot)||281||5fb3bce401,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||282||5956374026,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||283||8013aa8402,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||284||5366fad8b1,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||285||f6acf4381c,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||286||f747a3189a,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||287||56393d8aaf,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||288||7a44dfa856,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||289||d0995beef1,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||290||5a44c11add,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||291||213f0dde36,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||292||07f7fb1055,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||293||487bcd27fa,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||294||dbe3380df6,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||295||5c805db438,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||296||1f2c9359aa,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||297||4c5868c255,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||298||107ddbd62f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||299||cd8fb41d62,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||300||1498c918fc,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||301||e142becebf,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||302||ff4c7fe713,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

The response is mostly correct but contains a minor omission. It correctly suggests that if the normal process cannot be followed"
Base (zero-shot)||303||3481f469cd,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||304||f247ea30aa,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||305||0ef84e1cc5,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Base (zero-shot)||306||9691154f70,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||307||efff5260e8,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||308||38263c836b,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||309||b19308829f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||310||e0e5521ebb,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||311||839fd9340e,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||312||0833e3ccd8,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||313||8959eed78b,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||314||6538c06661,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||315||0967355498,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||316||503efe91f4,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||317||c174d10795,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||318||56888df104,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||319||40c7972bdc,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||320||7f0f8598f2,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||321||3b685ef57a,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||322||ad9ac6c012,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||323||6789ffd829,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Base (zero-shot)||324||e91027407b,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Base (zero-shot)||325||f1f10a0bf5,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||326||a24ac57fa5,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||327||814774713d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||328||005429f9fb,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||329||f1caa030f1,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Base (zero-shot)||330||b4bba6669f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||331||22c997a3f4,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Base (zero-shot)||332||81983b2e09,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||0||d8f93aaebd,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||1||8030de1af5,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||2||8c2a042ebe,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||3||ca1b2f2a08,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||4||e9ee475796,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||5||0667cadd0a,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||6||151b02b118,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||7||48ea749b84,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||8||824fa01df3,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||9||32a1f8ac30,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||10||10acd1fe18,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||11||2c07070a64,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||12||14f55da682,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||13||f59da1187c,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||14||f98beb7521,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||15||40d0a7f912,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||16||05cfe0f02d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||17||86faf02c2b,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

Explanation:
The chatbot response is mostly correct but it omits some important details from the canonical ground truth."
Fine-tuned (FT)||18||4f1e256100,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||19||785d67c001,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||20||6a17fefef9,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||21||56b081f87b,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

Explanation: The chatbot response correctly mentions that the applicant needs to have at least a 3.00"
Fine-tuned (FT)||22||bf44bcab56,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||23||e4a85177b2,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||24||97e3e5bef9,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||25||0d4f7c2ecd,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||26||b1904f1363,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||27||9704490fe9,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||28||03625d8d63,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||29||a4abcc6533,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||30||07b3ed357f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||31||471c00dea1,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||32||0a82908615,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||33||f24c3fc51e,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||34||a17147467f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||35||3fa210666b,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||36||69bbc9d9d3,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}

Explanation:
- The chatbot mentions that the applicant needs to pass HSC or equivalent in Mathematics or Physics"
Fine-tuned (FT)||37||ae1759dd86,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||38||aecdd73577,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||39||ce0c513a4e,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||40||d7499f0adf,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||41||a0cf221619,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||42||baf54b49d2,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||43||1a1b5ce93f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||44||801219edde,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||45||a6bbb4a6f2,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||46||1a4e6177f2,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||47||848a6e4032,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||48||b1d9a8f028,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

Explanation:
The chatbot response is close to being fully correct but misses some important details. It correctly mentions that"
Fine-tuned (FT)||49||3edbf1daee,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||50||7b88b33d63,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||51||ad03d56c55,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||52||0ae5f1a227,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||53||356450e48f,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||54||7202c48dc0,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||55||d031aa9be8,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||56||8958fd49f8,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||57||b833be71f3,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||58||fea777de27,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||59||3f994d5cba,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||60||8457bef60f,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||61||794866b786,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||62||a79c13b8a0,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||63||5f0765ba97,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||64||01fb185dd4,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||65||867399fc4b,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||66||27888a6ef7,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||67||a49a005312,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

Explanation:
The chatbot response is mostly correct in mentioning that course waivers and thesis options are available for the EM"
Fine-tuned (FT)||68||1fe69b36dc,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||69||0d3abd877c,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||70||56adbed48c,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||71||eb43abfc96,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||72||2e27e6b871,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||73||76f490133a,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||74||74f7e2b3ba,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||75||e72f1e18e6,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||76||1c93e98b1f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||77||e4d5565c6d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||78||b7ac8962ed,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||79||643f761c90,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||80||9a4ee45fd6,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

Explanation:
The chatbot response is mostly correct but it lacks some important details. It correctly mentions that B Pharm"
Fine-tuned (FT)||81||b53cd61a21,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||82||b705edac90,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}
Explanation: The chatbot response is close to the canonical ground truth but lacks some important details. It correctly mentions"
Fine-tuned (FT)||83||ba6bc9c3e4,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||84||af48644622,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||85||30300c0c43,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}

The chatbot response is mostly correct but contains minor omissions and an unnecessary detail:

- Correctly mentions scholarships"
Fine-tuned (FT)||86||1759b3266e,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||87||192db7456e,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||88||6f2b89fbc2,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||89||ef76aed2de,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||90||0314ef158c,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||91||acfca3f97f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||92||b8d3d14cfe,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||93||2dd678c03b,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||94||20dbfd96e7,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}

Explanation:
- The chatbot mentions that for applying to GEB, one needs to have a minimum GPA"
Fine-tuned (FT)||95||3ed52d5018,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||96||0ac8a03ae7,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||97||e9b549299e,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}
Explanation: The chatbot response correctly mentions the need for a bachelor's degree and a CGPA of at least"
Fine-tuned (FT)||98||6a5f155032,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||99||91357be8be,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||100||269e16de07,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||101||7311897ee4,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||102||af899cd5cd,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||103||f016800f04,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||104||5286b67894,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||105||f2d1aab6c6,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||106||627aea6818,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||107||c02e5264cf,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||108||2e2b797746,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||109||80daf15ae0,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||110||bc2511ffa2,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||111||789a40d9b8,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||112||1acc1edb84,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||113||86d59a93e7,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}

Explanation:
- The chatbot response mentions a minimum GPA of 2.5 for a specific subject,"
Fine-tuned (FT)||114||35dcd91f74,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||115||0e0c8613b0,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||116||2ae66e7f5f,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||117||e836b7eacf,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||118||ec952c1f71,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||119||f8e04d7a4f,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||120||20bc429848,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||121||9435ddf874,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||122||6eaf463b9a,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||123||999df666cb,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||124||cf2892d694,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||125||18cf4246ae,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||126||f2471cc3bc,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}
Explanation: The chatbot response correctly mentions that the applicant needs to have at least a 3.00"
Fine-tuned (FT)||127||e992c99f4e,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||128||50cccb0dbd,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||129||2e7f98e460,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||130||28a39f92b0,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||131||53a378933c,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||132||a2166a33c7,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||133||0ff892c03d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}
Explanation: The chatbot response is mostly correct as it mentions the formal process for harassment or discrimination complaints, which"
Fine-tuned (FT)||134||80c3b64ac1,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||135||0f1b9bf41a,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||136||a20f53074e,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||137||0966307601,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||138||e6f8996254,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||139||e3a37d1062,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||140||b88e78fe4d,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||141||510ff1b85c,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||142||c8a144d0c3,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||143||9579b6d9e5,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||144||6ef5911fd6,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||145||153931fc76,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||146||0b87c1610b,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
Fine-tuned (FT)||147||3bdc024381,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||148||ea0ec485ea,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||149||81c4762c3d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||150||f65b83008d,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||151||1709ce2bb9,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||152||0fee062223,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||153||63d353f3a2,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||154||44e46ef201,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||155||2aaf17bdd6,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||156||28f863a837,3,mostly_correct,,"{""score"": 3, ""label"": ""mostly_correct""}"
Fine-tuned (FT)||157||3ccf615a35,2,partially_correct,,"{""score"": 2, ""label"": ""partially_correct""}"
Fine-tuned (FT)||158||57f1af0741,0,incorrect,,"{""score"": 0, ""label"": ""incorrect""}"
Fine-tuned (FT)||159||2616291d89,1,mostly_incorrect,,"{""score"": 1, ""label"": ""mostly_incorrect""}"
